offset,length,bits,mask,stream_class,profile_id,baseline_bytes,mini_bytes,donor_bytes,combined_bytes,selected_bytes,mini_gain_bytes,donor_gain_bytes,combined_gain_bytes,best_mode,best_gain_bytes
108827,455,3645,114688,9,0,9.53145875733,9.53296404253,9.53397629237,9.53548199758,9.53548199758,-0.00150528519862,-0.00251753504017,-0.00402324024799,baseline,0
109308,793,6345,114688,6,0,47.8336434054,47.8328723612,47.8628044007,47.8620458567,47.8620458567,0.000771044235989,-0.0291609952837,-0.0284024512421,mini_cmix,0.000771044235989
110140,409,3275,114688,9,0,14.0984627118,14.0984153588,14.0859079173,14.0858649425,14.0858649425,4.73530317322e-05,0.0125547945527,0.0125977693442,mini_donor,0.0125977693442
110574,426,3414,114688,9,0,19.9950682415,19.9977504453,20.0112471741,20.0139360589,20.0139360589,-0.00268220372482,-0.0161789325302,-0.0188678173131,baseline,0
111025,443,3551,114688,9,0,12.242279354,12.243026471,12.2236183054,12.2243612895,12.2243612895,-0.000747116993693,0.0186610486289,0.0179180645656,donor_profile,0.0186610486289
111494,450,3607,114688,9,0,10.9223570868,10.9218613794,10.8929763309,10.8924858976,10.8924858976,0.000495707407595,0.0293807559365,0.0298711892234,mini_donor,0.0298711892234
111970,602,4818,114688,9,0,53.9182115537,53.9208205614,53.8699625762,53.8725608456,53.8725608456,-0.00260900771241,0.048248977515,0.0456507080992,donor_profile,0.048248977515
112605,422,3379,114688,9,0,27.1383126864,27.1421966203,27.2222581185,27.2261621625,27.2261621625,-0.00388393393587,-0.0839454321085,-0.0878494760873,baseline,0
113051,450,3601,114688,9,0,11.292859911,11.2930378817,11.353167994,11.3533272607,11.3533272607,-0.000177970734399,-0.0603080830642,-0.0604673496872,baseline,0
113526,467,3741,114688,9,0,11.2191994535,11.220245878,11.2591274036,11.2601567764,11.2601567764,-0.00104642458416,-0.0399279501216,-0.0409573229798,baseline,0
114018,520,4165,114688,9,0,55.0148713276,55.014026194,54.9995709147,54.99872456,54.99872456,0.000845133559892,0.0153004129061,0.0161467675244,mini_donor,0.0161467675244
114566,449,3599,114688,9,0,9.55807977575,9.55710505347,9.59205418159,9.59107102685,9.59107102685,0.000974722282081,-0.0339744058401,-0.0329912511006,mini_cmix,0.000974722282081
115040,704,5637,114688,6,0,40.0535638765,40.0519667637,40.0270513279,40.0254415531,40.0254415531,0.00159711276524,0.0265125485694,0.0281223233535,mini_donor,0.0281223233535
115781,452,3617,114688,9,0,11.2673203621,11.267447927,11.2763066578,11.2764260035,11.2764260035,-0.000127564845457,-0.00898629566746,-0.00910564137746,baseline,0
116258,457,3658,114688,9,0,13.0258935207,13.0283635461,13.0336564427,13.0361142621,13.0361142621,-0.00247002537151,-0.00776292198771,-0.010220741331,baseline,0
116741,451,3613,114688,9,0,10.2080534672,10.2075726527,10.2289328353,10.228453562,10.228453562,0.000480814480056,-0.0208793681359,-0.0204000947937,mini_cmix,0.000480814480056
117218,456,3651,114688,9,0,12.0040079077,12.0030332507,12.0146141915,12.0136269654,12.0136269654,0.000974657050278,-0.0106062838031,-0.009619057647,mini_cmix,0.000974657050278
