recipient_region,recipient_offset,trial_id,stage,depth,donor_count,donors,baseline_payload_bytes,trial_payload_bytes,gain_bytes,marginal_gain_bytes,status
30,20985,2254,beam,4,4,4352:1024;3584:1024;4352:256;12544:1024,148,149,-1,-1,near
30,20985,2255,beam,4,4,12544:1024;3584:1024;3840:1024;4352:1024,148,149,-1,0,near
30,20985,2256,beam,4,4,12544:1024;3584:1024;3840:1024;4352:256,148,149,-1,0,near
30,20985,2257,beam,4,4,12544:1024;3584:1024;3840:1024;4352:512,148,149,-1,0,near
30,20985,2258,beam,4,4,12544:1024;3584:1024;3840:1024;5120:256,148,149,-1,0,near
30,20985,2259,beam,4,4,12544:1024;3584:1024;3840:1024;5376:256,148,149,-1,0,near
30,20985,2260,beam,4,4,12544:1024;3584:1024;4352:1024;3840:1024,148,149,-1,0,near
30,20985,2262,beam,4,4,12544:1024;3584:1024;4352:1024;4352:512,148,149,-1,0,near
30,20985,2263,beam,4,4,12544:1024;3584:1024;4352:1024;5120:256,148,149,-1,0,near
30,20985,2264,beam,4,4,12544:1024;3584:1024;4352:1024;5376:256,148,149,-1,0,near
30,20985,2266,beam,5,5,12544:1024;3584:1024;4352:1024;4352:256;4352:512,148,149,-1,-1,near
30,20985,2267,beam,5,5,12544:1024;3584:1024;4352:1024;4352:256;5120:256,148,149,-1,-1,near
30,20985,2268,beam,5,5,12544:1024;3584:1024;4352:1024;4352:256;5376:256,148,149,-1,-1,near
30,20985,2270,beam,5,5,12544:1024;3584:1024;4352:512;5120:256;4352:1024,148,149,-1,-1,near
30,20985,2271,beam,5,5,12544:1024;3584:1024;4352:512;5120:256;4352:256,148,149,-1,-1,near
30,20985,2272,beam,5,5,12544:1024;3584:1024;4352:512;5120:256;5376:256,148,149,-1,-1,near
30,20985,2273,beam,5,5,4352:1024;3584:1024;4352:256;3840:1024;4352:512,148,149,-1,-1,near
30,20985,2275,beam,5,5,4352:1024;3584:1024;4352:256;3840:1024;5376:256,148,149,-1,-1,near
30,20985,2276,beam,5,5,4352:1024;3584:1024;4352:256;3840:1024;12544:1024,148,149,-1,-1,near
30,20985,2277,beam,5,5,4352:1024;3584:1024;4352:256;4352:512;3840:1024,148,149,-1,-1,near
30,20985,2278,beam,5,5,4352:1024;3584:1024;4352:256;4352:512;5120:256,148,149,-1,-1,near
30,20985,2280,beam,5,5,4352:1024;3584:1024;4352:256;4352:512;12544:1024,148,149,-1,-1,near
30,20985,2281,beam,6,6,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;4352:512,148,149,-1,-1,near
30,20985,2282,beam,6,6,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;5120:256,148,149,-1,-1,near
30,20985,2283,beam,6,6,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;5376:256,148,149,-1,-1,near
30,20985,2284,beam,6,6,12544:1024;3584:1024;4352:512;5120:256;3840:1024;4352:1024,148,149,-1,-1,near
30,20985,2285,beam,6,6,12544:1024;3584:1024;4352:512;5120:256;3840:1024;4352:256,148,149,-1,-1,near
30,20985,2286,beam,6,6,12544:1024;3584:1024;4352:512;5120:256;3840:1024;5376:256,148,149,-1,-1,near
30,20985,2288,beam,6,6,4352:1024;3584:1024;4352:256;3840:1024;5120:256;5376:256,148,149,-1,-1,near
30,20985,2289,beam,6,6,4352:1024;3584:1024;4352:256;3840:1024;5120:256;12544:1024,148,149,-1,-1,near
30,20985,2290,beam,6,6,4352:1024;3584:1024;4352:256;4352:512;5376:256;3840:1024,148,149,-1,-1,near
30,20985,2291,beam,6,6,4352:1024;3584:1024;4352:256;4352:512;5376:256;5120:256,148,149,-1,-1,near
30,20985,2292,beam,6,6,4352:1024;3584:1024;4352:256;4352:512;5376:256;12544:1024,148,149,-1,-1,near
30,20985,2293,beam,7,7,4352:1024;3584:1024;4352:256;3840:1024;5120:256;4352:512;5376:256,148,149,-1,-1,near
30,20985,2294,beam,7,7,4352:1024;3584:1024;4352:256;3840:1024;5120:256;4352:512;12544:1024,148,149,-1,-1,near
30,20985,2295,beam,7,7,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;4352:512;5120:256,148,149,-1,0,near
30,20985,2296,beam,7,7,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;4352:512;5376:256,148,149,-1,0,near
30,20985,2297,beam,7,7,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;5120:256;4352:512,148,149,-1,0,near
30,20985,2298,beam,7,7,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;5120:256;5376:256,148,149,-1,0,near
30,20985,2299,beam,7,7,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;5376:256;4352:512,148,149,-1,0,near
30,20985,2300,beam,7,7,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;5376:256;5120:256,148,149,-1,0,near
30,20985,2301,beam,8,8,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;4352:512;5120:256;5376:256,148,149,-1,0,near
30,20985,2302,beam,8,8,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;4352:512;5376:256;5120:256,148,149,-1,0,near
30,20985,2303,beam,8,8,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;5120:256;4352:512;5376:256,148,149,-1,0,near
30,20985,2304,beam,8,8,12544:1024;3584:1024;4352:1024;4352:256;3840:1024;5120:256;5376:256;4352:512,148,149,-1,0,near
31,21933,2313,length,1,1,5376:512,60,61,-1,-1,near
31,21933,2314,length,1,1,5376:1024,60,61,-1,-1,near
31,21933,2315,length,1,1,5376:2048,60,61,-1,-1,near
31,21933,2317,length,1,1,5376:16384,60,61,-1,-1,near
35,24479,3000,length,1,1,16128:8192,22,23,-1,-1,near
35,24479,3020,local,1,1,16640:2048,22,23,-1,-1,near
38,26377,3500,single,1,1,16128:256,102,103,-1,-1,near
38,26377,3501,single,1,1,9984:4096,102,103,-1,-1,near
38,26377,3502,single,1,1,18176:4096,102,103,-1,-1,near
38,26377,3504,length,1,1,16128:1024,102,103,-1,-1,near
38,26377,3506,length,1,1,16128:4096,102,103,-1,-1,near
38,26377,3508,length,1,1,18176:256,102,103,-1,-1,near
38,26377,3509,length,1,1,18176:512,102,103,-1,-1,near
38,26377,3511,length,1,1,18176:2048,102,103,-1,-1,near
38,26377,3512,length,1,1,18176:8192,102,103,-1,-1,near
38,26377,3513,length,1,1,9984:256,102,103,-1,-1,near
38,26377,3515,length,1,1,9984:1024,102,103,-1,-1,near
38,26377,3517,length,1,1,9984:8192,102,103,-1,-1,near
38,26377,3520,local,1,1,15360:2048,102,103,-1,-1,near
38,26377,3522,local,1,1,15872:2048,102,103,-1,-1,near
38,26377,3524,local,1,1,16640:2048,102,103,-1,-1,near
38,26377,3527,local,1,1,15104:512,102,103,-1,-1,near
38,26377,3528,local,1,1,15360:512,102,103,-1,-1,near
38,26377,3529,local,1,1,15616:512,102,103,-1,-1,near
38,26377,3531,local,1,1,16384:512,102,103,-1,-1,near
38,26377,3532,local,1,1,16640:512,102,103,-1,-1,near
38,26377,3533,local,1,1,16896:512,102,103,-1,-1,near
38,26377,3534,local,1,1,17152:512,102,103,-1,-1,near
38,26377,3535,pair,2,2,15104:2048;15616:2048,102,103,-1,-1,near
38,26377,3537,pair,2,2,15104:2048;16128:2048,102,103,-1,-1,near
38,26377,3538,pair,2,2,15104:2048;16128:512,102,103,-1,-1,near
38,26377,3539,pair,2,2,15104:2048;16128:8192,102,103,-1,-1,near
38,26377,3541,pair,2,2,15104:2048;16896:2048,102,103,-1,-1,near
38,26377,3543,pair,2,2,15616:2048;15872:512,102,103,-1,-1,near
38,26377,3544,pair,2,2,15616:2048;16128:2048,102,103,-1,-1,near
38,26377,3545,pair,2,2,15616:2048;16128:512,102,103,-1,-1,near
38,26377,3546,pair,2,2,15616:2048;16128:8192,102,103,-1,-1,near
38,26377,3547,pair,2,2,15616:2048;16384:2048,102,103,-1,-1,near
38,26377,3549,pair,2,2,15872:512;15104:2048,102,103,-1,-1,near
38,26377,3551,pair,2,2,15872:512;16128:2048,102,103,-1,-1,near
38,26377,3552,pair,2,2,15872:512;16128:512,102,103,-1,-1,near
38,26377,3553,pair,2,2,15872:512;16128:8192,102,103,-1,-1,near
38,26377,3554,pair,2,2,15872:512;16384:2048,102,103,-1,-1,near
38,26377,3555,pair,2,2,15872:512;16896:2048,102,103,-1,-1,near
38,26377,3556,pair,2,2,16128:2048;15104:2048,102,103,-1,-1,near
38,26377,3557,pair,2,2,16128:2048;15616:2048,102,103,-1,-1,near
38,26377,3558,pair,2,2,16128:2048;15872:512,102,103,-1,-1,near
38,26377,3560,pair,2,2,16128:2048;16128:8192,102,103,-1,-1,near
38,26377,3561,pair,2,2,16128:2048;16384:2048,102,103,-1,-1,near
38,26377,3563,pair,2,2,16128:512;15104:2048,102,103,-1,-1,near
38,26377,3564,pair,2,2,16128:512;15616:2048,102,103,-1,-1,near
38,26377,3565,pair,2,2,16128:512;15872:512,102,103,-1,-1,near
38,26377,3566,pair,2,2,16128:512;16128:2048,102,103,-1,-1,near
38,26377,3568,pair,2,2,16128:512;16384:2048,102,103,-1,-1,near
38,26377,3573,pair,2,2,16128:8192;16128:2048,102,103,-1,-1,near
38,26377,3574,pair,2,2,16128:8192;16128:512,102,103,-1,-1,near
38,26377,3575,pair,2,2,16128:8192;16384:2048,102,103,-1,-1,near
38,26377,3576,pair,2,2,16128:8192;16896:2048,102,103,-1,-1,near
38,26377,3577,pair,2,2,16384:2048;15104:2048,102,103,-1,-1,near
38,26377,3579,pair,2,2,16384:2048;15872:512,102,103,-1,-1,near
38,26377,3580,pair,2,2,16384:2048;16128:2048,102,103,-1,-1,near
38,26377,3581,pair,2,2,16384:2048;16128:512,102,103,-1,-1,near
38,26377,3582,pair,2,2,16384:2048;16128:8192,102,103,-1,-1,near
38,26377,3584,pair,2,2,16896:2048;15104:2048,102,103,-1,-1,near
38,26377,3587,pair,2,2,16896:2048;16128:2048,102,103,-1,-1,near
38,26377,3588,pair,2,2,16896:2048;16128:512,102,103,-1,-1,near
38,26377,3589,pair,2,2,16896:2048;16128:8192,102,103,-1,-1,near
38,26377,3590,pair,2,2,16896:2048;16384:2048,102,103,-1,-1,near
38,26377,3591,beam,3,3,15104:2048;15872:512;15616:2048,102,103,-1,-1,near
38,26377,3593,beam,3,3,15104:2048;15872:512;16128:512,102,103,-1,-1,near
38,26377,3594,beam,3,3,15104:2048;15872:512;16128:8192,102,103,-1,-1,near
38,26377,3595,beam,3,3,15104:2048;15872:512;16384:2048,102,103,-1,-1,near
38,26377,3597,beam,3,3,15104:2048;16384:2048;15616:2048,102,103,-1,-1,near
38,26377,3598,beam,3,3,15104:2048;16384:2048;15872:512,102,103,-1,-1,near
38,26377,3599,beam,3,3,15104:2048;16384:2048;16128:2048,102,103,-1,-1,near
38,26377,3600,beam,3,3,15104:2048;16384:2048;16128:512,102,103,-1,-1,near
38,26377,3601,beam,3,3,15104:2048;16384:2048;16128:8192,102,103,-1,-1,near
38,26377,3602,beam,3,3,15104:2048;16384:2048;16896:2048,102,103,-1,-1,near
38,26377,3603,beam,3,3,15616:2048;15104:2048;15872:512,102,103,-1,-1,near
