recipient_group,rank,source_group,overlap_fraction,overlap_windows,distance,class_match,forced
423,7,403,0.000883,27,19944659,0,False
423,8,6,0.000871,27,436147782,1,False
423,9,357,0.000866,28,68146046,1,False
423,10,262,0.000830,27,167731964,0,False
423,11,10,0.000767,25,431947083,1,False
423,12,181,0.000767,25,252683323,0,False
423,13,245,0.000746,24,185577346,0,False
423,14,389,0.000741,24,34609834,0,False
423,15,346,0.000741,24,79622718,0,False
423,16,177,0.000736,24,256869038,1,False
423,17,112,0.000736,24,324951577,0,False
423,18,153,0.000736,24,281983504,1,False
423,19,377,0.000736,24,47192231,0,False
423,20,276,0.000711,23,153033209,0,False
423,21,387,0.000707,23,36700029,0,False
423,22,322,0.000707,23,104771178,0,False
423,23,25,0.000706,23,416200412,0,False
423,24,204,0.000705,23,228570135,0,False
423,25,360,0.000678,22,64995700,0,False
423,26,353,0.000677,22,72304688,0,False
423,27,30,0.000676,22,410959108,0,False
423,28,396,0.000675,22,27274018,1,False
423,29,213,0.000675,22,219143950,0,False
423,30,404,0.000654,21,18902352,0,False
423,31,363,0.000653,21,61860507,0,False
424,0,423,0.016129,488,0,0,False
424,1,422,0.009354,283,1051358,0,False
424,2,421,0.004693,142,2103063,0,False
424,3,392,0.002314,70,32517417,0,False
424,4,403,0.001355,41,20996017,0,False
424,5,377,0.001223,37,48243589,0,False
424,6,246,0.001157,35,185580867,1,False
424,7,376,0.001124,34,49290449,0,False
424,8,387,0.001124,34,37751387,1,False
424,9,360,0.001091,33,66047058,1,False
424,10,97,0.001058,32,341731912,1,False
424,11,401,0.001025,31,23092927,1,False
424,12,404,0.001025,31,19953710,1,False
424,13,388,0.000992,30,36702565,1,False
424,14,206,0.000958,29,227525624,0,False
424,15,219,0.000958,29,213913819,1,False
424,16,47,0.000925,28,394166379,1,False
424,17,70,0.000925,28,370036379,1,False
424,18,364,0.000925,28,61861960,0,False
424,19,389,0.000925,28,35661192,0,False
424,20,45,0.000892,27,396264688,0,False
424,21,46,0.000892,27,395214897,1,False
424,22,57,0.000892,27,383676912,1,False
424,23,58,0.000892,27,382631387,0,False
424,24,107,0.000892,27,331237916,0,False
424,25,155,0.000892,27,280940311,0,False
424,26,43,0.000859,26,398365160,0,False
424,27,92,0.000859,26,346969481,1,False
424,28,115,0.000859,26,322865486,0,False
424,29,174,0.000859,26,261054765,0,False
424,30,213,0.000859,26,220195308,1,False
424,31,247,0.000859,26,184532034,1,False
425,0,424,0.032022,965,0,1,False
425,1,422,0.009789,295,2096382,0,False
425,2,423,0.007333,221,1045024,0,False
425,3,421,0.004413,133,3148087,0,False
425,4,403,0.000929,28,22041041,0,False
425,5,36,0.000863,26,406747115,0,False
425,6,327,0.000863,26,101611362,1,False
425,7,420,0.000863,26,4206904,0,False
425,8,58,0.000830,25,383676411,0,False
425,9,70,0.000830,25,371081403,1,False
425,10,253,0.000830,25,179267637,0,False
425,11,25,0.000796,24,418296794,1,False
425,12,94,0.000796,24,345919388,1,False
425,13,207,0.000796,24,227523221,0,False
425,14,251,0.000796,24,181360719,1,False
425,15,387,0.000796,24,38796411,1,False
425,16,392,0.000796,24,33562441,0,False
425,17,47,0.000763,23,395211403,1,False
425,18,54,0.000763,23,387863471,1,False
425,19,66,0.000763,23,375277598,1,False
425,20,97,0.000763,23,342776936,1,False
425,21,218,0.000763,23,216002061,0,False
425,22,245,0.000763,23,187673728,1,False
425,23,371,0.000763,23,55573525,0,False
425,24,373,0.000763,23,53484545,0,False
425,25,9,0.000730,22,435092481,1,False
425,26,52,0.000730,22,389963452,1,False
425,27,90,0.000730,22,350110997,1,False
425,28,99,0.000730,22,340676012,0,False
425,29,163,0.000730,22,273610873,0,False
425,30,177,0.000730,22,258965420,0,False
425,31,179,0.000730,22,256876489,0,False
426,0,425,0.026404,774,0,0,False
426,1,424,0.024289,712,1055183,0,False
426,2,423,0.007744,227,2100207,0,False
426,3,422,0.007061,207,3151565,0,False
426,4,421,0.002900,85,4203270,0,False
426,5,403,0.001296,38,23096224,1,False
426,6,387,0.001126,33,39851594,0,False
426,7,388,0.001126,33,38802772,0,False
426,8,211,0.001058,31,224392410,1,False
426,9,25,0.001023,30,419351977,0,False
426,10,57,0.000989,29,385777119,0,False
426,11,96,0.000989,29,344879206,0,False
426,12,154,0.000989,29,284087796,0,False
426,13,247,0.000989,29,186632241,0,False
426,14,253,0.000989,29,180322820,1,False
426,15,262,0.000989,29,170883529,0,False
426,16,26,0.000955,28,418302312,0,False
426,17,41,0.000955,28,402559383,0,False
426,18,149,0.000955,28,289327659,0,False
426,19,158,0.000955,28,279900691,0,False
426,20,169,0.000955,28,268397952,0,False
426,21,217,0.000955,28,218107046,0,False
426,22,280,0.000955,28,151973434,0,False
426,23,360,0.000955,28,68147265,0,False
426,24,400,0.000955,28,26242113,1,False
426,25,68,0.000921,27,374228522,0,False
426,26,115,0.000921,27,324965693,0,False
426,27,150,0.000921,27,288281261,0,False
426,28,181,0.000921,27,255834888,1,False
426,29,224,0.000921,27,210773888,0,False
426,30,245,0.000921,27,188728911,0,False
426,31,386,0.000921,27,40900286,0,False
427,0,426,0.044741,1292,0,0,False
427,1,424,0.027011,780,2103807,0,False
427,2,425,0.026976,779,1048624,0,False
427,3,422,0.007619,220,4200189,0,False
427,4,423,0.007168,207,3148831,0,False
427,5,421,0.003290,95,5251894,0,False
427,6,403,0.001039,30,24144848,0,False
427,7,180,0.001004,29,257931946,0,False
427,8,57,0.000970,28,386825743,0,False
427,9,70,0.000970,28,373185210,0,False
427,10,115,0.000970,28,326014317,0,False
427,11,26,0.000935,27,419350936,0,False
427,12,216,0.000935,27,220201907,0,False
427,13,242,0.000935,27,192918375,0,False
427,14,262,0.000935,27,171932153,0,False
427,15,387,0.000935,27,40900218,0,False
427,16,392,0.000935,27,35666248,0,False
427,17,36,0.000900,26,408850922,0,False
427,18,92,0.000900,26,350118312,0,False
427,19,167,0.000900,26,271526378,0,False
427,20,217,0.000900,26,219155670,1,False
427,21,247,0.000900,26,187680865,0,False
427,22,251,0.000900,26,183464526,0,False
427,23,253,0.000900,26,181371444,0,False
427,24,298,0.000900,26,134138501,0,False
427,25,361,0.000900,26,68148162,0,False
427,26,400,0.000900,26,27290737,0,False
427,27,25,0.000866,25,420400601,0,False
427,28,93,0.000866,25,349070590,0,False
427,29,107,0.000866,25,334386747,0,False
427,30,116,0.000866,25,324965980,0,False
427,31,136,0.000866,25,304005701,0,False
428,0,427,0.021263,614,0,0,False
428,1,426,0.020639,605,1052195,1,False
428,2,424,0.017980,544,3156002,0,False
428,3,425,0.014733,444,2100819,0,False
428,4,422,0.006249,197,5252384,0,False
428,5,423,0.005742,181,4201026,0,False
428,6,421,0.003493,108,6304089,0,False
428,7,388,0.001047,33,40903591,0,False
428,8,403,0.000915,28,25197043,1,False
428,9,262,0.000888,28,172984348,0,False
428,10,361,0.000888,28,69200357,0,False
428,11,151,0.000856,27,289333534,0,False
428,12,97,0.000825,26,345932938,0,False
428,13,150,0.000825,26,290382080,0,False
428,14,6,0.000807,25,441400166,0,False
428,15,46,0.000793,25,399415923,0,False
428,16,113,0.000793,25,329162567,1,False
428,17,390,0.000793,25,38818928,0,False
428,18,26,0.000761,24,420403131,0,False
428,19,85,0.000761,24,358507321,0,False
428,20,92,0.000761,24,351170507,0,False
428,21,155,0.000761,24,285141337,0,False
428,22,173,0.000761,24,266304211,0,False
428,23,174,0.000761,24,265255791,0,False
428,24,207,0.000761,24,230679223,1,False
428,25,311,0.000761,24,121560830,0,False
428,26,373,0.000761,24,56640547,1,False
428,27,386,0.000761,24,43001105,0,False
428,28,392,0.000761,24,36718443,0,False
428,29,58,0.000730,23,386832413,1,False
428,30,80,0.000730,23,363752990,0,False
428,31,110,0.000730,23,332296358,1,False
429,0,427,0.021713,627,1048964,0,False
429,1,428,0.021662,680,0,0,False
429,2,426,0.021423,628,2101159,0,False
429,3,424,0.021252,643,4204966,1,False
429,4,425,0.018649,562,3149783,1,False
429,5,422,0.009493,298,6301348,0,False
429,6,423,0.007645,240,5249990,0,False
429,7,421,0.004399,136,7353053,0,False
429,8,403,0.001275,39,26246007,0,False
429,9,165,0.001051,33,275717661,0,False
429,10,361,0.001019,32,70249321,1,False
429,11,388,0.001019,32,41952555,1,False
429,12,392,0.001019,32,37767407,0,False
429,13,208,0.000924,29,230680928,1,False
429,14,262,0.000924,29,174033312,1,False
429,15,46,0.000892,28,400464887,1,False
429,16,149,0.000892,28,292477442,0,False
429,17,47,0.000860,27,399416369,1,False
429,18,93,0.000860,27,351171749,1,False
429,19,151,0.000860,27,290382498,0,False
429,20,177,0.000860,27,263170386,0,False
429,21,387,0.000860,27,43001377,1,False
429,22,410,0.000860,27,18908522,1,False
429,23,41,0.000828,26,405709166,1,False
429,24,92,0.000828,26,352219471,1,False
429,25,98,0.000828,26,345929444,1,False
429,26,110,0.000828,26,333345322,0,False
429,27,153,0.000828,26,288284852,0,False
429,28,181,0.000828,26,258984671,0,False
429,29,209,0.000828,26,229634871,0,False
429,30,246,0.000828,26,190830857,1,False
429,31,257,0.000828,26,179278541,1,False
430,0,427,0.043173,1218,2096952,1,False
430,1,426,0.036545,1031,3149147,0,False
430,2,424,0.032008,903,5252954,0,False
430,3,425,0.029810,841,4197771,0,False
430,4,429,0.029633,836,0,0,False
430,5,428,0.027719,782,1047988,0,False
430,6,422,0.009464,267,7349336,0,False
430,7,423,0.007408,209,6297978,0,False
430,8,421,0.004679,132,8401041,0,False
430,9,387,0.001276,36,44049365,0,False
430,10,97,0.001170,33,348029890,0,False
430,11,360,0.001170,33,72345036,0,False
430,12,392,0.001134,32,38815395,0,False
430,13,24,0.001063,30,424597247,0,False
430,14,245,0.001063,30,192926682,0,False
430,15,388,0.001063,30,43000543,0,False
430,16,403,0.001063,30,27293995,0,False
430,17,26,0.000992,28,422500083,0,False
430,18,246,0.000992,28,191878845,0,False
430,19,247,0.000992,28,190830012,0,False
430,20,390,0.000992,28,40915880,0,False
430,21,242,0.000957,27,196067522,0,False
430,22,401,0.000957,27,29390905,0,False
430,23,47,0.000922,26,400464357,0,False
430,24,167,0.000922,26,274675525,0,False
430,25,177,0.000922,26,264218374,0,False
430,26,201,0.000922,26,239065149,0,False
430,27,253,0.000922,26,184520591,0,False
430,28,361,0.000922,26,71297309,0,False
430,29,420,0.000922,26,9459858,1,False
430,30,25,0.000886,25,423549748,0,False
430,31,63,0.000886,25,383677278,0,False
431,0,430,0.059172,1608,0,1,False
431,1,427,0.052328,1422,3145948,1,False
431,2,426,0.042797,1163,4198143,0,False
431,3,424,0.036099,981,6301950,0,False
431,4,425,0.035032,952,5246767,0,False
431,5,429,0.027047,735,1048996,0,False
431,6,428,0.025097,682,2096984,0,False
431,7,422,0.010156,276,8398332,0,False
431,8,423,0.007433,202,7346974,0,False
431,9,421,0.004048,110,9450037,0,False
431,10,97,0.001104,30,349078886,0,False
431,11,174,0.000994,27,268401739,0,False
431,12,403,0.000994,27,28342991,0,False
431,13,246,0.000957,26,192927841,0,False
431,14,247,0.000957,26,191879008,0,False
431,15,387,0.000957,26,45098361,0,False
431,16,392,0.000957,26,39864391,0,False
431,17,26,0.000920,25,423549079,0,False
431,18,360,0.000920,25,73394032,0,False
431,19,58,0.000883,24,389978361,0,False
431,20,217,0.000883,24,223353813,1,False
431,21,385,0.000883,24,47188150,0,False
431,22,22,0.000846,23,427749258,0,False
431,23,24,0.000846,23,425646243,0,False
431,24,47,0.000846,23,401513353,0,False
431,25,95,0.000846,23,351172837,0,False
431,26,154,0.000846,23,289334563,0,False
431,27,163,0.000846,23,279912823,0,False
431,28,177,0.000846,23,265267370,0,False
431,29,212,0.000846,23,228590967,0,False
431,30,107,0.000810,22,338584890,0,False
431,31,115,0.000810,22,330212460,0,False
432,0,431,0.066361,1751,0,1,False
432,1,430,0.053324,1407,1048228,1,False
432,2,427,0.052945,1397,4194176,1,False
432,3,426,0.042371,1118,5246371,0,False
432,4,425,0.037823,998,6294995,0,False
432,5,424,0.037330,985,7350178,0,False
432,6,429,0.025847,682,2097224,0,False
432,7,428,0.024521,647,3145212,0,False
432,8,422,0.009778,258,9446560,0,False
432,9,423,0.007580,200,8395202,0,False
432,10,421,0.004586,121,10498265,0,False
432,11,403,0.001554,41,29391219,0,False
432,12,387,0.001402,37,46146589,0,False
432,13,388,0.001364,36,45097767,0,False
432,14,217,0.001326,35,224402041,1,False
432,15,26,0.001289,34,424597307,0,False
432,16,246,0.001289,34,193976069,0,False
432,17,155,0.001251,33,289335513,0,False
432,18,392,0.001251,33,40912619,0,False
432,19,10,0.001213,32,441393643,0,False
432,20,57,0.001213,32,392072114,0,False
432,21,360,0.001213,32,74442260,0,False
432,22,97,0.001175,31,350127114,0,False
432,23,212,0.001175,31,229639195,0,False
432,24,245,0.001175,31,195023906,0,False
432,25,25,0.001137,30,425646972,0,False
432,26,95,0.001137,30,352221065,0,False
432,27,107,0.001137,30,339633118,0,False
432,28,153,0.001137,30,291430064,0,False
432,29,214,0.001137,30,227543396,0,False
432,30,47,0.001099,29,402561581,0,False
432,31,73,0.001099,29,375287148,0,False
433,0,431,0.041325,1123,1048802,0,False
433,1,432,0.041310,1090,0,0,False
433,2,430,0.034914,985,2097030,0,False
433,3,427,0.029989,866,5242978,0,False
433,4,426,0.029679,870,6295173,1,False
433,5,425,0.027741,836,7343797,0,False
433,6,424,0.026441,800,8398980,0,False
433,7,429,0.022818,691,3146026,0,False
433,8,428,0.020176,611,4194014,1,False
433,9,422,0.009411,285,10495362,0,False
433,10,423,0.006571,199,9444004,0,False
433,11,421,0.004524,137,11547067,0,False
433,12,403,0.001387,42,30440021,1,False
433,13,246,0.001090,33,195024871,0,False
433,14,26,0.001057,32,425646109,0,False
433,15,115,0.001057,32,332309490,0,False
433,16,92,0.001024,31,356413485,0,False
433,17,174,0.001024,31,270498769,0,False
433,18,47,0.000991,30,403610383,0,False
433,19,244,0.000991,30,197121579,0,False
433,20,360,0.000991,30,75491062,0,False
433,21,401,0.000991,30,32536931,0,False
433,22,36,0.000958,29,415146095,1,False
433,23,148,0.000958,29,297722105,0,False
433,24,361,0.000958,29,74443335,0,False
433,25,371,0.000958,29,63972505,0,False
433,26,387,0.000958,29,47195391,0,False
433,27,245,0.000925,28,196072708,0,False
433,28,388,0.000925,28,46146569,0,False
433,29,9,0.000892,27,443491461,0,False
433,30,98,0.000892,27,350123458,0,False
433,31,154,0.000892,27,291431593,0,False
434,0,431,0.042576,1157,2097769,0,False
434,1,432,0.041007,1082,1048967,0,False
434,2,430,0.034737,980,3145997,0,False
434,3,427,0.031859,920,6291945,0,False
434,4,433,0.030837,921,0,0,False
434,5,426,0.030054,881,7344140,0,False
434,6,425,0.025145,751,8392764,1,False
434,7,424,0.024475,731,9447947,1,False
434,8,429,0.023404,699,4194993,1,False
434,9,428,0.019319,577,5242981,0,False
434,10,422,0.010815,323,11544329,0,False
434,11,423,0.007768,232,10492971,0,False
434,12,421,0.004453,133,12596034,0,False
434,13,403,0.001138,34,31488988,0,False
434,14,26,0.001038,31,426695076,0,False
434,15,163,0.001038,31,283058820,0,False
434,16,392,0.001038,31,43010388,0,False
434,17,10,0.001004,30,443491412,0,False
434,18,25,0.001004,30,427744741,1,False
434,19,47,0.001004,30,404659350,1,False
434,20,52,0.001004,30,399411399,1,False
434,21,211,0.001004,30,232785174,0,False
434,22,389,0.001004,30,46154163,0,False
434,23,70,0.000971,29,380529350,1,False
434,24,96,0.000971,29,353271970,1,False
434,25,206,0.000971,29,238018595,0,False
434,26,246,0.000971,29,196073838,1,False
434,27,360,0.000971,29,76540029,1,False
434,28,394,0.000971,29,40914287,1,False
434,29,46,0.000937,28,405707868,1,False
434,30,58,0.000937,28,393124358,0,False
434,31,63,0.000937,28,387872271,1,False
435,0,432,0.044683,1179,2097403,0,False
435,1,431,0.042098,1144,3146205,0,False
435,2,434,0.039589,1170,0,1,False
435,3,430,0.035198,993,4194433,0,False
435,4,427,0.032379,935,7340381,0,False
435,5,426,0.031350,919,8392576,0,False
435,6,433,0.031062,918,1048436,0,False
435,7,424,0.027171,803,10496383,1,False
435,8,425,0.026697,789,9441200,1,False
435,9,429,0.025276,747,5243429,1,False
435,10,428,0.020369,602,6291417,0,False
435,11,422,0.010658,315,12592765,0,False
435,12,423,0.008594,254,11541407,0,False
435,13,421,0.004872,144,13644470,0,False
435,14,403,0.001218,36,32537424,0,False
435,15,10,0.001117,33,444539848,0,False
435,16,387,0.001083,32,49292794,1,False
435,17,420,0.001083,32,14703287,0,False
435,18,209,0.001049,31,235926288,0,False
435,19,245,0.001049,31,198170111,1,False
435,20,25,0.001015,30,428793177,1,False
435,21,74,0.000981,29,377383952,0,False
435,22,101,0.000981,29,349076676,0,False
435,23,112,0.000981,29,337544342,0,False
435,24,163,0.000981,29,284107256,0,False
435,25,174,0.000981,29,272596172,0,False
435,26,179,0.000981,29,267372872,0,False
435,27,392,0.000981,29,44058824,0,False
435,28,400,0.000981,29,35683313,0,False
435,29,24,0.000947,28,429840676,0,False
435,30,115,0.000947,28,334406893,0,False
435,31,116,0.000947,28,333358556,1,False
436,0,432,0.053021,1399,3145853,1,False
436,1,431,0.050966,1385,4194655,1,False
436,2,435,0.044248,1274,0,0,False
436,3,434,0.042269,1217,1048450,0,False
436,4,430,0.039841,1124,5242883,1,False
436,5,426,0.039143,1127,9441026,0,False
436,6,427,0.038136,1098,8388831,1,False
436,7,433,0.033447,963,2096886,0,False
436,8,425,0.029557,851,10489650,0,False
436,9,424,0.028793,829,11544833,0,False
436,10,429,0.026257,756,6291879,0,False
436,11,428,0.020770,598,7339867,0,False
436,12,422,0.011462,330,13641215,0,False
436,13,423,0.008301,239,12589857,0,False
436,14,421,0.004828,139,14692920,0,False
436,15,251,0.001146,33,192905552,0,False
436,16,247,0.001111,32,197121891,0,False
436,17,392,0.001111,32,45107274,0,False
436,18,400,0.001111,32,36731763,0,False
436,19,207,0.001042,30,239068054,0,False
436,20,149,0.001007,29,299817309,0,False
436,21,201,0.001007,29,245357028,0,False
436,22,26,0.000972,28,428791962,0,False
436,23,68,0.000972,28,384718172,0,False
436,24,112,0.000972,28,338592792,0,False
436,25,182,0.000972,28,265278652,0,False
436,26,374,0.000972,28,63979338,0,False
436,27,386,0.000972,28,51389936,0,False
436,28,387,0.000972,28,50341244,0,False
436,29,388,0.000972,28,49292422,0,False
436,30,403,0.000972,28,33585874,0,False
436,31,25,0.000938,27,429841627,0,False
437,0,436,0.051681,1451,0,0,False
437,1,435,0.045021,1264,1047848,1,False
437,2,432,0.044569,1176,4193701,0,False
437,3,434,0.043632,1225,2096298,1,False
437,4,431,0.042723,1161,5242503,0,False
437,5,430,0.035938,1009,6290731,0,False
437,6,433,0.033730,947,3144734,0,False
437,7,427,0.033018,927,9436679,0,False
437,8,426,0.032733,919,10488874,0,False
437,9,424,0.029776,836,12592681,1,False
437,10,425,0.029776,836,11537498,1,False
437,11,429,0.027817,781,7339727,1,False
437,12,428,0.020551,577,8387715,0,False
437,13,422,0.013250,372,14689063,0,False
437,14,423,0.009225,259,13637705,0,False
437,15,421,0.005414,152,15740768,0,False
437,16,403,0.001389,39,34633722,0,False
437,17,126,0.001318,37,324983002,1,False
437,18,245,0.001211,34,200266409,1,False
437,19,375,0.001211,34,63976158,0,False
437,20,392,0.001211,34,46155122,0,False
437,21,244,0.001140,32,201315280,1,False
437,22,374,0.001069,30,65027186,0,False
437,23,387,0.001069,30,51389092,1,False
437,24,174,0.001033,29,274692470,0,False
437,25,377,0.001033,29,61881294,0,False
437,26,389,0.001033,29,49298897,0,False
437,27,74,0.000997,28,379480250,0,False
437,28,150,0.000997,28,299818759,0,False
437,29,153,0.000997,28,296672567,0,False
437,30,211,0.000997,28,235929908,0,False
437,31,360,0.000997,28,79684763,1,False
438,0,432,0.051808,1367,5242096,1,False
438,1,431,0.051150,1390,6290898,1,False
438,2,436,0.043959,1225,1048395,1,False
438,3,427,0.043277,1206,10485074,1,False
438,4,426,0.041375,1153,11537269,0,False
438,5,430,0.041016,1143,7339126,1,False
438,6,435,0.039904,1112,2096243,0,False
438,7,437,0.038827,1082,0,0,False
438,8,434,0.038468,1072,3144693,0,False
438,9,433,0.033588,936,4193129,0,False
438,10,424,0.028815,803,13641076,0,False
438,11,425,0.028026,781,12585893,0,False
438,12,429,0.022787,635,8388122,0,False
438,13,428,0.020167,562,9436110,0,False
438,14,422,0.007715,215,15737458,0,False
438,15,423,0.007213,201,14686100,0,False
438,16,421,0.003194,89,16789163,0,False
438,17,403,0.001148,32,35682117,0,False
438,18,392,0.001077,30,47203517,0,False
438,19,10,0.001041,29,447684541,0,False
438,20,25,0.001005,28,431937870,0,False
438,21,174,0.001005,28,275740865,0,False
438,22,335,0.001005,28,106901392,0,False
438,23,153,0.000969,27,297720962,0,False
438,24,245,0.000969,27,201314804,0,False
438,25,389,0.000969,27,50347292,0,False
438,26,180,0.000933,26,269469215,0,False
438,27,201,0.000933,26,247453271,0,False
438,28,211,0.000933,26,236978303,0,False
438,29,246,0.000933,26,200266967,0,False
438,30,388,0.000933,26,51388665,0,False
438,31,24,0.000897,25,432985369,0,False
439,0,431,0.049384,1342,7339781,1,False
439,1,432,0.049269,1300,6290979,1,False
439,2,438,0.047368,1320,0,1,False
439,3,427,0.044361,1281,11533957,1,False
439,4,430,0.043634,1231,8388009,1,False
439,5,436,0.042790,1232,2097278,1,False
439,6,426,0.040878,1183,12586152,0,False
439,7,437,0.037256,1046,1048883,0,False
439,8,435,0.035211,1019,3145126,0,False
439,9,434,0.034762,1006,4193576,0,False
439,10,433,0.031548,913,5242012,0,False
439,11,424,0.029648,858,14689959,0,False
439,12,425,0.027540,797,13634776,0,False
439,13,429,0.023220,672,9437005,0,False
439,14,428,0.021735,629,10484993,0,False
439,15,422,0.008950,259,16786341,0,False
439,16,423,0.007567,219,15734983,0,False
439,17,421,0.003766,109,17838046,0,False
439,18,174,0.001002,29,276789748,0,False
439,19,387,0.001002,29,53486370,0,False
439,20,388,0.001002,29,52437548,0,False
439,21,403,0.001002,29,36731000,0,False
439,22,247,0.000933,27,200267017,0,False
439,23,375,0.000933,27,66073436,0,False
439,24,392,0.000933,27,48252400,0,False
439,25,95,0.000898,26,359560846,0,False
439,26,97,0.000898,26,357466895,0,False
439,27,115,0.000898,26,338600469,0,False
439,28,276,0.000898,26,169819550,0,False
439,29,360,0.000898,26,81782041,0,False
439,30,26,0.000864,25,431937088,0,False
439,31,64,0.000864,25,392065482,0,False
440,0,431,0.061306,1666,8389038,1,False
440,1,432,0.060600,1599,7340236,1,False
440,2,438,0.052886,1457,1049257,1,False
440,3,427,0.052377,1443,12583214,1,False
440,4,439,0.052160,1437,0,1,False
440,5,430,0.050599,1394,9437266,1,False
440,6,426,0.044356,1222,13635409,0,False
440,7,436,0.044138,1216,3146535,1,False
440,8,435,0.039274,1082,4194383,0,False
440,9,437,0.038584,1063,2098140,0,False
440,10,434,0.038258,1054,5242833,0,False
440,11,433,0.037786,1041,6291269,0,False
440,12,424,0.032849,905,15739216,0,False
440,13,425,0.031760,875,14684033,0,False
440,14,429,0.025009,689,10486262,0,False
440,15,428,0.022214,612,11534250,0,False
440,16,422,0.009946,274,17835598,0,False
440,17,423,0.007223,199,16784240,0,False
440,18,421,0.003956,109,18887303,0,False
440,19,392,0.001162,32,49301657,0,False
440,20,107,0.001053,29,348022156,0,False
440,21,246,0.001016,28,202365107,0,False
440,22,57,0.000980,27,400461152,0,False
440,23,374,0.000980,27,68173721,0,False
440,24,97,0.000944,26,358516152,0,False
440,25,115,0.000944,26,339649726,0,False
440,26,154,0.000944,26,298771829,0,False
440,27,335,0.000944,26,108999532,0,False
440,28,357,0.000944,26,85981644,0,False
440,29,92,0.000907,25,363753721,0,False
440,30,111,0.000907,25,343835318,0,False
440,31,148,0.000907,25,305062341,0,False
441,0,432,0.056659,1495,8388620,1,False
441,1,440,0.052618,1416,0,1,False
441,2,431,0.052432,1411,9437422,1,False
441,3,435,0.046041,1239,5242767,0,False
441,4,430,0.045632,1228,10485650,1,False
441,5,438,0.045335,1220,2097641,1,False
441,6,436,0.045186,1216,4194919,1,False
441,7,437,0.045149,1215,3146524,0,False
441,8,427,0.044703,1203,13631598,1,False
441,9,439,0.044108,1187,1048384,1,False
441,10,434,0.040207,1082,6291217,0,False
441,11,433,0.036825,991,7339653,0,False
441,12,426,0.036676,987,14683793,0,False
441,13,425,0.036565,984,15732417,0,False
441,14,424,0.033741,908,16787600,0,False
441,15,429,0.025677,691,11534646,0,False
441,16,428,0.019843,534,12582634,0,False
441,17,422,0.014121,380,18883982,0,False
441,18,423,0.008621,232,17832624,0,False
441,19,421,0.004979,134,19935687,0,False
441,20,403,0.001635,44,38828641,0,False
441,21,358,0.001338,36,85981288,0,False
441,22,154,0.001189,32,299820213,0,False
441,23,245,0.001189,32,204461328,0,False
441,24,392,0.001189,32,50350041,0,False
441,25,174,0.001152,31,278887389,0,False
441,26,251,0.001152,31,198148319,0,False
441,27,389,0.001152,31,53493816,0,False
441,28,396,0.001152,31,46158000,0,False
441,29,4,0.001115,30,457130644,0,False
441,30,57,0.001115,30,401509536,0,False
441,31,83,0.001115,30,374237519,0,False
442,0,441,0.040875,1100,0,0,False
442,1,437,0.030774,864,4194017,1,False
442,2,436,0.028168,811,5242412,0,False
442,3,435,0.026900,795,6290260,1,False
442,4,434,0.026015,777,7338710,1,False
442,5,440,0.024574,677,1047493,0,False
442,6,431,0.024324,661,10484915,0,False
442,7,432,0.024066,635,9436113,0,False
442,8,438,0.022859,637,3145134,0,False
442,9,439,0.022771,659,2095877,0,False
442,10,430,0.022544,636,11533143,0,False
442,11,433,0.022356,677,8387146,0,False
442,12,425,0.020275,611,16779910,1,False
442,13,424,0.020260,613,17835093,1,False
442,14,427,0.020258,585,14679091,0,False
442,15,426,0.020229,593,15731286,0,False
442,16,429,0.019714,606,12582139,1,False
442,17,428,0.014737,453,13630127,0,False
442,18,422,0.011939,367,19931475,0,False
442,19,423,0.007775,239,18880117,0,False
442,20,421,0.004457,137,20983180,0,False
442,21,273,0.001529,47,176121855,1,False
442,22,47,0.001269,39,413046496,1,False
442,23,403,0.001177,36,39876134,0,False
442,24,177,0.001106,34,276800513,0,False
442,25,4,0.001041,32,458178137,1,False
442,26,360,0.000976,30,84927175,1,False
442,27,193,0.000943,29,260031923,1,False
442,28,211,0.000943,29,241172320,0,False
442,29,25,0.000911,28,436131887,1,False
442,30,26,0.000911,28,435082222,0,False
442,31,163,0.000911,28,291445966,0,False
443,0,438,0.048381,1339,4193992,1,False
443,1,441,0.048084,1294,1048858,1,False
443,2,432,0.046957,1239,10484971,1,False
443,3,440,0.046824,1290,2096351,1,False
443,4,431,0.044673,1214,11533773,1,False
443,5,439,0.043431,1202,3144735,1,False
443,6,435,0.043106,1193,7339118,0,False
443,7,436,0.042745,1183,6291270,1,False
443,8,427,0.041841,1158,15727949,1,False
443,9,434,0.041119,1138,8387568,0,False
443,10,426,0.041083,1137,16780144,0,False
443,11,437,0.040251,1114,5242875,0,False
443,12,430,0.037650,1042,12582001,1,False
443,13,433,0.033495,927,9436004,0,False
443,14,442,0.030098,833,0,0,False
443,15,424,0.027352,757,18883951,0,False
443,16,429,0.024642,682,13630997,0,False
443,17,425,0.024064,666,17828768,0,False
443,18,428,0.023847,660,14678985,0,False
443,19,423,0.008274,229,19928975,0,False
443,20,422,0.007660,212,20980333,0,False
443,21,421,0.003144,87,22032038,0,False
443,22,403,0.001337,37,40924992,0,False
443,23,360,0.001265,35,85976033,0,False
443,24,387,0.001229,34,57680362,0,False
443,25,36,0.001084,30,425631066,0,False
443,26,177,0.001084,30,277849371,0,False
443,27,153,0.001012,28,302963837,0,False
443,28,174,0.001012,28,280983740,0,False
